ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204
1,0.13051345,-0.002877251,-0.109022768,0.04509331,-0.003383894,-0.106875149,-0.08187739,-0.000706281,-0.069568929,-0.082096075,0.006752622,-0.069406573,-0.082619884,-0.00785128,-0.069446196,-0.098023766,0.041556808,-0.049942335,-0.097696486,-0.042609844,-0.048641185,-0.085597639,0.0479286,-0.049897094,-0.085260139,-0.048303781,-0.047723351,-0.050255353,0.096782023,-0.004522524,-0.050076313,-0.096730852,-0.003352005,0.015439544,0.063580958,-0.08121962,0.011498388,-0.060730017,-0.082947667,-0.147418162,-0.006762978,0.050832256,-0.14852907,0.007114393,0.051552134,-0.115575396,-0.021499186,0.04369957,-0.112176319,0.022086133,0.043641996,-0.117043621,-0.058791237,-0.001575716,-0.115060836,0.060657507,-0.003410427,-0.078364783,-0.068896872,0.01119815,-0.076023978,0.072635195,0.01029767,-0.070769301,-0.034901328,0.035345626,-0.07012241,0.035352185,0.035406716,-0.041794186,-0.01435691,0.028754552,-0.041381087,0.012984533,0.029187487,-0.022606814,-0.018075597,0.031888218,-0.023847207,0.018020257,0.032258369,-0.000146295,-0.015729862,0.032942755,0.00087755,0.01451634,0.033745589,0.003345075,-0.034392248,0.032140923,0.00540706,0.031632538,0.033951589,0.016169315,-0.035692454,0.029856794,0.016252253,0.033299915,0.031922962,0.06159968,-0.00634538,0.020793889,0.058976106,0.007887176,0.021313887,0.055552011,-0.041272885,0.026337293,0.05553267,0.039868375,0.027350211,0.046039526,-0.100668384,-0.013855903,0.047359154,0.101555203,-0.007888486,0.087918755,-0.02540096,0.034291715,0.092545381,0.025193667,0.034842586,0.094673244,-0.073902978,0.01673747,0.093558974,0.073382276,0.018832884,0.110913573,-0.01340302,0.019725368,0.110930112,0.016054922,0.019510159,0.162080842,-0.041906269,0.010036599,0.160410135,0.04428412,0.009151312,0.176391127,-0.011461389,0.041312272,0.174871541,0.011333852,0.039246863,-0.187945213,-0.0244943,0.013364308,-0.189188026,0.026737703,0.015930304,-0.077285049,-0.046385754,-0.04461626,0.033674077,-0.11585421,-0.002145366,0.050749651,-0.115374145,-0.00227353,0.134633735,-0.094601944,-0.012635023,0.162172501,-0.088656891,-0.035598794,-0.196467211,-0.019620345,0.037008185,-0.194181409,0.021864489,0.039678047,-0.078363854,0.045799937,-0.05049082,0.032699746,0.116361246,0.002817047,0.050051201,0.115701004,0.002360015,0.132205103,0.095089235,-0.014107245,0.159803137,0.08921325,-0.036971876,0.182224564,0.001088942,0.02190257,0.104266155,0.001052217,0.008001473,0.029719243,-0.000415189,0.007369109,-0.010837961,-0.002186694,-0.005953576,-0.077516657,-0.003125014,-0.062448501
2,0.133130923,-0.00495948,-0.123550001,0.044876125,-0.005574509,-0.12676576,-0.080080472,-0.000663294,-0.069962802,-0.080173285,0.009178249,-0.069103798,-0.080798476,-0.009314975,-0.069273909,-0.095303735,0.042179133,-0.049205929,-0.094910745,-0.044112901,-0.048954432,-0.084393283,0.048506725,-0.049499828,-0.084016465,-0.050719477,-0.048513166,-0.050807897,0.105132161,-3.75E-05,-0.051945762,-0.104673277,-0.002430412,0.010844414,0.076291709,-0.097201153,0.007737254,-0.072294937,-0.09879975,-0.14235984,-0.006259687,0.053949783,-0.143859308,0.009543639,0.054241417,-0.107628528,-0.022898139,0.046545246,-0.104079536,0.025102014,0.047378014,-0.110351654,-0.060824765,-0.000535154,-0.110254279,0.06322968,0.000360552,-0.07435157,-0.071832273,0.011595493,-0.073675108,0.075495791,0.012128662,-0.063245006,-0.036774881,0.033153399,-0.062897691,0.036975878,0.034935621,-0.040097176,-0.013163069,0.029320094,-0.039504342,0.011564693,0.030799929,-0.019069977,-0.020085169,0.030468332,-0.020110244,0.018429083,0.031499366,0.003284781,-0.016739664,0.032731939,0.004089477,0.014528823,0.033054676,0.007497764,-0.041182737,0.031881363,0.012260861,0.036349026,0.033909436,0.016863197,-0.042326525,0.027430537,0.018092109,0.039603243,0.028072746,0.051377464,-0.007516128,0.01868158,0.05035395,0.006614954,0.018584417,0.047755157,-0.047339863,0.021785594,0.045556908,0.043816714,0.021141483,0.050470858,-0.112542839,-0.008492768,0.047817322,0.113017336,-0.007854928,0.080048204,-0.027942564,0.037669393,0.083945032,0.025315479,0.039990317,0.086458619,-0.079503888,0.019378185,0.080355638,0.078287653,0.022302649,0.10672138,-0.017815887,0.023174823,0.105370806,0.018843104,0.024048099,0.161111676,-0.046738001,0.017790672,0.155719699,0.053205129,0.020297895,0.170151928,-0.020028138,0.040804924,0.16218651,0.01703906,0.042774286,-0.184273,-0.023383167,0.014301655,-0.18367791,0.029021665,0.01718206,-0.075427157,-0.048397967,-0.045983972,0.037004193,-0.124576873,0.001927049,0.055270296,-0.124943671,0.002527377,0.13116475,-0.102159698,-0.013276837,0.159756335,-0.097553432,-0.039123194,-0.193032617,-0.018275132,0.04046744,-0.189885679,0.024955156,0.043488858,-0.076187464,0.046551458,-0.04991203,0.034019796,0.126031248,0.002471905,0.053180943,0.126327183,0.003343444,0.125202649,0.10750289,-0.01100868,0.15991345,0.102309411,-0.035939181,0.167039601,0.000734285,0.028628209,0.099966016,-0.000205931,0.013069003,0.03048219,-0.001820825,-0.000318958,-0.006970559,-0.002654126,-0.009909612,-0.073709514,-0.003884686,-0.063634176
3,0.131176618,-0.002600751,-0.114404673,0.046843042,-0.003111057,-0.107350023,-0.077168618,-0.000504382,-0.070940537,-0.077568722,0.00663582,-0.070393589,-0.078423622,-0.007208541,-0.070384999,-0.096226537,0.040996991,-0.05235518,-0.096488407,-0.042165214,-0.05090343,-0.08470879,0.047507181,-0.052167958,-0.084580908,-0.048081956,-0.050799357,-0.053943479,0.100855189,-0.003471774,-0.052861183,-0.09916892,-0.002913193,0.014296342,0.065536758,-0.085944157,0.012377039,-0.060969368,-0.087318432,-0.146982451,-0.006846115,0.050195702,-0.147888598,0.007261206,0.050819799,-0.115166535,-0.021468739,0.045250463,-0.113162602,0.023007041,0.044106142,-0.114119206,-0.061492547,-0.00112577,-0.112686564,0.06255931,-0.003029955,-0.076885657,-0.07061697,0.013395012,-0.075716424,0.075076855,0.012487829,-0.070571907,-0.034119241,0.036124448,-0.070264756,0.035485936,0.03530761,-0.044592726,-0.010254896,0.029023432,-0.044511408,0.010475919,0.029009753,-0.022394321,-0.014998674,0.032907954,-0.024063055,0.016772641,0.031770622,0.003007722,-0.012979518,0.036290124,0.003134554,0.013408291,0.036025818,0.005913571,-0.033059348,0.03485049,0.007718465,0.031182276,0.034728196,0.017363654,-0.034110574,0.032411521,0.017372866,0.033175206,0.032416358,0.055518798,-0.006251725,0.02018766,0.05457096,0.00669887,0.020282267,0.052691123,-0.039461709,0.025957933,0.053078029,0.038487371,0.026490089,0.047543494,-0.103305264,-0.005867755,0.048495805,0.102848839,-0.004302535,0.085033152,-0.024066547,0.036529079,0.089421866,0.021663882,0.037986057,0.092525614,-0.071669683,0.01863904,0.09133436,0.071482466,0.020247976,0.109002185,-0.014630003,0.020165202,0.10906876,0.013990777,0.020732149,0.164924309,-0.042115565,0.009717918,0.16292605,0.044611532,0.011687102,0.182259934,-0.012297509,0.034285796,0.179261834,0.011334953,0.033359221,-0.188410734,-0.026811761,0.014409075,-0.188843968,0.026294869,0.016197331,-0.076107122,-0.046644131,-0.048420498,0.034392338,-0.117160364,0.002431735,0.052031605,-0.117354036,0.003365868,0.13133969,-0.093937996,-0.015419677,0.157703525,-0.088567826,-0.040583064,-0.197314817,-0.02109252,0.038645341,-0.194843487,0.021127053,0.040660517,-0.077241913,0.045524403,-0.05279676,0.033207621,0.11684916,0.006524039,0.052369469,0.11726957,0.006375594,0.130460476,0.09451786,-0.014245634,0.156065065,0.089683703,-0.038327728,0.175525285,0.001300943,0.019675084,0.100695362,-0.0002753,0.00856671,0.029699473,-0.000306731,0.005373155,-0.016071965,-0.001068631,-0.0084356,-0.070539571,-0.002848758,-0.063710931
4,0.131619798,-0.001341222,-0.107980752,0.047932171,-0.0023238,-0.104484563,-0.078028438,0.000227271,-0.068963847,-0.078722544,0.007971561,-0.068874822,-0.079165929,-0.00689615,-0.068455543,-0.096405724,0.04282652,-0.051408673,-0.095588243,-0.044067682,-0.050101636,-0.084563358,0.049040674,-0.051391137,-0.082726438,-0.050433653,-0.049650501,-0.050713286,0.098855845,-0.00322231,-0.049880449,-0.097285618,-0.003245265,0.016296648,0.06634649,-0.084601249,0.012779872,-0.060458358,-0.085514665,-0.147342307,-0.007020593,0.049538298,-0.14898943,0.006259293,0.050506547,-0.114595505,-0.020795536,0.044049949,-0.112777963,0.022258944,0.044256101,-0.112906555,-0.059387389,-0.000522554,-0.113734228,0.061161216,-0.001747811,-0.076174684,-0.070049709,0.012198666,-0.076733931,0.073576193,0.01081715,-0.070739483,-0.032440938,0.035134619,-0.07090257,0.033227843,0.036473275,-0.045573779,-0.00996731,0.029060417,-0.045564139,0.010238559,0.029733295,-0.023165505,-0.014977263,0.0321122,-0.025002737,0.016590075,0.032186885,0.002344741,-0.013104068,0.035886464,0.001886113,0.013780596,0.03601855,0.005539728,-0.033444688,0.033639311,0.006887416,0.031257644,0.035495607,0.016559471,-0.03385703,0.031935402,0.016069239,0.033350258,0.032610774,0.055212796,-0.005993336,0.020085553,0.053127323,0.007406604,0.019840131,0.053024992,-0.039184733,0.026440211,0.052129393,0.038096535,0.026805391,0.04917178,-0.102478177,-0.004668119,0.047852556,0.103136241,-0.005682896,0.084509407,-0.023481761,0.034260848,0.088787205,0.021080912,0.036118658,0.093633063,-0.073342591,0.018013238,0.093329377,0.072269534,0.020131859,0.108415897,-0.014588668,0.020875145,0.108073789,0.014434569,0.021887262,0.164360243,-0.043435096,0.010014061,0.164505986,0.043923836,0.012510191,0.180723549,-0.015083019,0.022990177,0.177790973,0.011273077,0.022769654,-0.191493291,-0.026511575,0.012135455,-0.192180555,0.025602459,0.013980017,-0.074104543,-0.047493066,-0.046011286,0.036841826,-0.116153378,0.005668397,0.054251698,-0.116651572,0.004939437,0.131159969,-0.095645829,-0.014393949,0.160735231,-0.09082072,-0.037249402,-0.199675161,-0.021020278,0.036460584,-0.198102764,0.019660858,0.03839859,-0.076570613,0.04713447,-0.051530462,0.033092342,0.117152765,0.006013458,0.051734719,0.117764975,0.005751956,0.132786966,0.095554942,-0.013581537,0.161946225,0.089905,-0.03480113,0.175227176,-0.000237517,0.016516688,0.099780828,9.11E-05,0.007588464,0.028794708,0.000945454,0.004738486,-0.015239567,-0.000267329,-0.007258711,-0.071551496,-0.002162711,-0.061244599
5,0.132174243,-0.001225634,-0.114811022,0.048796028,-0.002636778,-0.10864464,-0.078228505,-0.000527651,-0.0693936,-0.078986569,0.006823842,-0.069517427,-0.078680956,-0.007396208,-0.06944513,-0.095146609,0.041769832,-0.05172305,-0.094985025,-0.043501071,-0.051322634,-0.083370396,0.047388948,-0.051082188,-0.082716856,-0.049442194,-0.049999546,-0.050331236,0.100225614,-0.00168222,-0.050683483,-0.100531142,-0.00212958,0.016285973,0.068297041,-0.086435129,0.012131944,-0.063309758,-0.090372515,-0.146287711,-0.005758403,0.048094778,-0.147621381,0.007359194,0.048981684,-0.11477404,-0.021394333,0.043583672,-0.112569053,0.022381713,0.043189465,-0.112984724,-0.060078577,-0.002727598,-0.111067565,0.060738071,-0.002957248,-0.075701965,-0.072157289,0.014591915,-0.074729388,0.074230931,0.013291028,-0.071164278,-0.035034343,0.036509241,-0.07143177,0.03317412,0.035701067,-0.046551878,-0.010956495,0.029228533,-0.046363749,0.008412256,0.029591358,-0.022621822,-0.015722588,0.033846242,-0.024426718,0.014657065,0.03289079,0.003290821,-0.013530995,0.037553415,0.002623637,0.011971705,0.037641744,0.005749947,-0.03406474,0.035575679,0.007550956,0.030947081,0.037073422,0.017229808,-0.034389891,0.033436742,0.016616799,0.033597704,0.034275171,0.055814504,-0.004946952,0.021150282,0.054283151,0.00759943,0.020945604,0.05397435,-0.039776937,0.02739916,0.052145355,0.03962396,0.027590909,0.046140404,-0.104507594,-0.004715976,0.046591747,0.10551337,-0.004123793,0.084601266,-0.022607327,0.036166103,0.088991712,0.021079341,0.036927346,0.093067651,-0.072330638,0.019439778,0.092694466,0.072786819,0.020061138,0.107447358,-0.012263773,0.021388678,0.106854974,0.015904697,0.021920573,0.1641188,-0.042533529,0.010571409,0.164092209,0.044364306,0.011939183,0.178711686,-0.014967277,0.023758961,0.176314619,0.012165455,0.023700928,-0.189726979,-0.025097792,0.011762227,-0.189555712,0.027315962,0.013943533,-0.074373573,-0.047270287,-0.046541841,0.034116436,-0.118346032,0.002981893,0.051141255,-0.118673865,0.003646052,0.131431304,-0.095043144,-0.01399566,0.157985425,-0.090181596,-0.038950587,-0.197697594,-0.019760189,0.036393877,-0.195519108,0.022486558,0.03859958,-0.075715059,0.045355993,-0.050950831,0.032809353,0.119908262,0.005222912,0.0520435,0.119912357,0.005990419,0.132797185,0.096094997,-0.013959327,0.158745449,0.091175629,-0.037230311,0.173829696,0.000424497,0.017640869,0.099566245,0.000423839,0.008777403,0.029542446,0.001398124,0.007258353,-0.016312185,-0.002174713,-0.006483141,-0.071976815,-0.003368977,-0.061038124
6,0.13187273,-0.001312882,-0.105785853,0.048917154,-0.002515764,-0.104602054,-0.077899609,-0.001155427,-0.067312674,-0.078616443,0.006025293,-0.067217067,-0.078634925,-0.007905542,-0.067244263,-0.098331894,0.039282217,-0.050604858,-0.098617683,-0.041557195,-0.049603713,-0.085325016,0.044957167,-0.049953409,-0.086134845,-0.047042111,-0.048334906,-0.051476891,0.096512184,-0.00196712,-0.054202479,-0.097160226,-0.002869192,0.017764677,0.064798444,-0.083179998,0.013382302,-0.059191167,-0.085503983,-0.149936318,-0.005448183,0.049417741,-0.150283001,0.00733964,0.049735083,-0.116512871,-0.020879207,0.043949077,-0.113230437,0.022463225,0.042778816,-0.117158045,-0.057676268,-0.000353398,-0.115442822,0.058192291,-0.002462362,-0.07861951,-0.068250778,0.012488628,-0.076733683,0.070550891,0.010701849,-0.070804326,-0.033920868,0.034798887,-0.069111341,0.033922634,0.034807332,-0.045441439,-0.011104731,0.029692489,-0.044588943,0.009098981,0.030482105,-0.021952193,-0.015916742,0.032850332,-0.022659298,0.01517658,0.032659541,0.003337146,-0.013869307,0.035230274,0.003411297,0.012760381,0.035311306,0.006140106,-0.036050512,0.033822558,0.00910118,0.032474517,0.034916925,0.016619051,-0.036893258,0.031694419,0.01778257,0.034632678,0.03201084,0.057917202,-0.005534247,0.022100495,0.056740776,0.006521677,0.022096671,0.054035371,-0.039809757,0.026087403,0.054961567,0.038763934,0.026877515,0.049336257,-0.101808957,-0.008391374,0.050635542,0.102691634,-0.006706416,0.086064507,-0.023848036,0.034974248,0.090648189,0.022082441,0.035518564,0.094132713,-0.070677085,0.015846278,0.093154284,0.070801213,0.018587569,0.109736725,-0.015188541,0.022095649,0.109415547,0.016819684,0.023402044,0.164793219,-0.041003727,0.011877988,0.164469319,0.045087397,0.012586257,0.17665892,-0.014590894,0.024814208,0.173986757,0.013321305,0.023494405,-0.192473437,-0.024686953,0.011074894,-0.192522303,0.026129413,0.012375502,-0.078309266,-0.044538183,-0.0458701,0.033821297,-0.115684183,0.002583343,0.053621209,-0.115432147,0.003663662,0.1328962,-0.092201849,-0.016031896,0.160461853,-0.085934257,-0.039418898,-0.201679813,-0.018784442,0.035415923,-0.198332134,0.021153548,0.03641065,-0.078009358,0.042181351,-0.050294189,0.035069801,0.117433032,0.00555886,0.055870407,0.11719489,0.005988473,0.133171104,0.094977724,-0.015487287,0.160635525,0.08941601,-0.037944484,0.172947877,0.00107607,0.017599168,0.102582076,0.00057839,0.010360676,0.030653928,-0.00038327,0.007352118,-0.013348172,-0.002364155,-0.008138045,-0.070357891,-0.004095987,-0.060813227
7,0.12553848,-0.001242021,-0.111772564,0.040985836,-0.002418185,-0.110898776,-0.081284485,-0.000176167,-0.069675405,-0.081534922,0.009673157,-0.069258398,-0.082099991,-0.008984371,-0.068819976,-0.100459338,0.041938352,-0.051805931,-0.099899879,-0.042455381,-0.050577699,-0.089696739,0.046516202,-0.051464577,-0.088798327,-0.04804858,-0.049880127,-0.055503759,0.099716092,-0.001282911,-0.055237515,-0.099281321,-0.00118092,0.010744939,0.069090191,-0.089823635,0.005899866,-0.06368446,-0.091403498,-0.141515385,-0.006131519,0.049826191,-0.142426796,0.006370427,0.050322664,-0.111013229,-0.021098362,0.043178619,-0.108699479,0.021672039,0.042065807,-0.114370054,-0.059228886,0.000505294,-0.112255063,0.061136237,-0.000634496,-0.07744977,-0.0693565,0.012997265,-0.076397908,0.072442,0.011813041,-0.06556656,-0.034432439,0.032970424,-0.066819965,0.034314476,0.033673852,-0.044424579,-0.010888001,0.027995588,-0.044495901,0.00881754,0.028393953,-0.019852622,-0.017152041,0.03144155,-0.021553903,0.01554388,0.030784601,0.00428602,-0.014504953,0.033100192,0.004772921,0.012602068,0.032672463,0.008948861,-0.037094668,0.033544661,0.010622843,0.033078003,0.033895557,0.018337234,-0.037674689,0.030819505,0.018299374,0.036192949,0.03070884,0.061167885,-0.005203389,0.022228169,0.059665985,0.007186989,0.021805192,0.055735542,-0.042019285,0.02648704,0.054150069,0.040384603,0.02591024,0.0468539,-0.105114384,-0.007534784,0.046955924,0.104611725,-0.007853135,0.087133555,-0.023513416,0.038017447,0.091670359,0.022557235,0.038433661,0.091163444,-0.072985477,0.019051413,0.090278415,0.072924676,0.021583673,0.11165569,-0.014100586,0.023281544,0.111628484,0.018553756,0.024058303,0.163813059,-0.043757375,0.010563966,0.163953503,0.045705804,0.014992389,0.177230421,-0.01379163,0.039801905,0.176429154,0.010184291,0.040211021,-0.186451315,-0.024244026,0.011709509,-0.186520024,0.025840813,0.01396728,-0.081015369,-0.046214667,-0.047356897,0.033552981,-0.118042846,0.002501049,0.053418175,-0.117518656,0.004616681,0.128183318,-0.093310756,-0.016905962,0.154682396,-0.089216798,-0.041916833,-0.194411774,-0.019663044,0.035700705,-0.191093814,0.02150095,0.037908948,-0.082969926,0.043952162,-0.052372349,0.032134515,0.118970584,0.002394001,0.052473018,0.119338156,0.004860605,0.129822318,0.095822415,-0.01432472,0.157716799,0.091170925,-0.038824643,0.17931831,-0.000384474,0.029400007,0.105298948,0.001157078,0.011944577,0.030724492,0.000116708,0.006317919,-0.017153568,-0.002082788,-0.009564056,-0.07427507,-0.004066339,-0.063325022
8,0.136156206,-0.005135074,-0.105476951,0.050933095,-0.005947312,-0.105044235,-0.076357604,-0.002041176,-0.068194606,-0.076626819,0.005320581,-0.068299498,-0.076955818,-0.008908538,-0.068196178,-0.09795686,0.038524096,-0.051180367,-0.097921478,-0.041183836,-0.049798298,-0.08700167,0.043577994,-0.050494123,-0.086762545,-0.046124237,-0.048939997,-0.05493512,0.100071194,-0.00264611,-0.055536609,-0.100043545,-0.005647531,0.019776493,0.062225431,-0.087383143,0.01669372,-0.060601183,-0.088823457,-0.148285453,-0.00637001,0.052363837,-0.149225574,0.006211023,0.053154862,-0.114479184,-0.021370709,0.045457504,-0.111003301,0.021752643,0.04495255,-0.118020923,-0.058235607,-0.000898068,-0.119050896,0.058726343,-0.002004051,-0.077955666,-0.069163798,0.012801771,-0.078500075,0.072086128,0.012041307,-0.068762578,-0.033603757,0.034900641,-0.068546283,0.033594161,0.035946878,-0.045175451,-0.009868133,0.028835373,-0.045027555,0.008185755,0.029989876,-0.019594892,-0.015341552,0.032060472,-0.021945505,0.015025758,0.032898479,0.006933251,-0.011735414,0.03468525,0.005960561,0.013334082,0.034963753,0.010704043,-0.035501292,0.033688505,0.010614741,0.033835662,0.03551844,0.02066065,-0.03606224,0.030752643,0.018261212,0.036552067,0.031664725,0.058068395,-0.003888676,0.020099498,0.05704637,0.008520403,0.020372072,0.053238072,-0.038540033,0.023231559,0.053121576,0.041362364,0.024982238,0.047536098,-0.102354612,-0.010501373,0.05233676,0.105683436,-0.008597163,0.086275681,-0.021896146,0.033665333,0.089598996,0.024193552,0.038325577,0.091665858,-0.069939743,0.014877368,0.095486587,0.072280108,0.02039046,0.109190726,-0.0145258,0.023143435,0.109329081,0.01665069,0.025835292,0.163205067,-0.042908619,0.014288422,0.165914642,0.043788597,0.019426169,0.165112514,-0.010118728,0.022687912,0.1638381,0.009936264,0.022797083,-0.193114901,-0.02622884,0.013779393,-0.193652565,0.025454262,0.015146159,-0.07887308,-0.044018511,-0.046687251,0.032083741,-0.116938989,0.000833473,0.05225465,-0.116907775,0.002209129,0.131923909,-0.093788761,-0.016256056,0.160903055,-0.090145089,-0.039618985,-0.202214955,-0.020910687,0.03813248,-0.198951499,0.020586526,0.03945433,-0.079663796,0.041832675,-0.051311736,0.034028594,0.121194023,0.00347294,0.055142075,0.120329619,0.006530062,0.137566877,0.093299674,-0.012049709,0.16510269,0.088408229,-0.033973427,0.162481369,0.001221925,0.01684483,0.102168331,0.001241127,0.009891727,0.032547246,0.000962799,0.005160817,-0.011631251,-0.002051095,-0.008751016,-0.070131122,-0.003569675,-0.061481297
9,0.131758515,0.000571834,-0.11491805,0.048547321,-0.001370597,-0.107659743,-0.077015513,0.00037544,-0.072019934,-0.077155667,0.008484562,-0.072191259,-0.077597436,-0.007154981,-0.071194119,-0.094721221,0.043224404,-0.052907699,-0.09563763,-0.044847062,-0.051779537,-0.083071146,0.048031916,-0.051034008,-0.083818956,-0.050294285,-0.050194152,-0.053150792,0.099703509,0.001456855,-0.056566294,-0.099697903,-0.000148307,0.017817217,0.070054245,-0.087938718,0.010164933,-0.061786041,-0.090443003,-0.147418195,-0.005975575,0.048664582,-0.148557836,0.006522175,0.049519958,-0.115059817,-0.021030845,0.042960914,-0.111547251,0.021304027,0.043078276,-0.11342569,-0.059393791,-0.000422263,-0.110894103,0.062651813,-0.001169778,-0.077581499,-0.070705628,0.0131043,-0.075890326,0.073040753,0.012768662,-0.0692037,-0.033435389,0.034359266,-0.071317032,0.031698046,0.035961766,-0.045118456,-0.011365182,0.028859239,-0.044924757,0.008608675,0.029961672,-0.022858451,-0.016421998,0.032813279,-0.02404397,0.01439118,0.032806676,0.002720285,-0.014877104,0.036745321,0.002864466,0.010979045,0.037361948,0.005975457,-0.035413243,0.036118606,0.008338583,0.028506887,0.0370794,0.016548318,-0.036639286,0.033752941,0.01686715,0.030412593,0.03388897,0.058028632,-0.00726365,0.019820862,0.05742321,0.005087361,0.019394301,0.054024765,-0.041499653,0.027147029,0.053773306,0.036258551,0.027350065,0.04369335,-0.103738303,-0.002902793,0.04388101,0.102755076,-0.003311587,0.084343942,-0.021406188,0.03598088,0.090167873,0.019175912,0.037595884,0.089313183,-0.071244531,0.021516193,0.091475053,0.071537263,0.019735663,0.11043418,-0.012565108,0.020854491,0.111067375,0.014996094,0.020471905,0.159372298,-0.038013062,0.011673359,0.165932298,0.045322208,0.012597427,0.181972165,-0.011234911,0.023129923,0.179918113,0.013485926,0.021431965,-0.190792459,-0.025769146,0.011684379,-0.190126033,0.026584748,0.013243682,-0.075857125,-0.047338614,-0.046490319,0.030773696,-0.117564038,0.007582388,0.049566751,-0.117061947,0.008080043,0.127875605,-0.092009623,-0.01093007,0.154650831,-0.08608567,-0.036292834,-0.198395388,-0.019574674,0.036341765,-0.195221333,0.021511883,0.038544359,-0.075725287,0.045536641,-0.050820903,0.033957518,0.117578578,0.007183505,0.051774006,0.116324253,0.005750939,0.132836231,0.097483546,-0.014104658,0.161451909,0.09225966,-0.037743876,0.178344414,0.003536324,0.015098956,0.102349374,0.001332931,0.005786539,0.030075476,-0.001986114,0.005005965,-0.017325236,-0.001686692,-0.005375552,-0.07006021,-0.002877226,-0.062271934
10,0.116768843,-0.006055639,-0.116010627,0.034781782,-0.006402532,-0.112246454,-0.082088019,0.001272667,-0.076889638,-0.082901092,0.009103738,-0.076808024,-0.082830496,-0.005882155,-0.077039556,-0.104560924,0.045301285,-0.057662324,-0.100086183,-0.044521246,-0.057659712,-0.092686625,0.051251319,-0.056301143,-0.085101279,-0.05291056,-0.056843844,-0.053233228,0.110462505,-0.002278402,-0.044644185,-0.110729223,-0.015806816,0.005098646,0.069305417,-0.094236101,0.006406943,-0.068979163,-0.095497252,-0.127423364,-0.007164218,0.053407554,-0.130314838,0.009801464,0.055211571,-0.100475714,-0.024818509,0.045542085,-0.098836051,0.023531792,0.052360177,-0.106161961,-0.061654296,-0.002216475,-0.111745762,0.067991737,0.003780401,-0.070982337,-0.076986716,0.009667435,-0.081442816,0.082060707,0.015074836,-0.066681115,-0.037531361,0.038184776,-0.072354173,0.035842826,0.04386712,-0.045064011,-0.012093131,0.03368555,-0.045867123,0.00847237,0.033630248,-0.021545747,-0.014672409,0.035347059,-0.023437693,0.010282741,0.035140143,0.005859006,-0.012923322,0.037734812,0.003637913,0.011646882,0.040001718,0.009256714,-0.036601687,0.036788631,0.006995538,0.033620335,0.039920194,0.019733036,-0.035576008,0.031412308,0.016981184,0.037451702,0.035154739,0.051342787,-0.005576356,0.023951682,0.050531036,0.007750409,0.02155719,0.055054417,-0.040283835,0.027517164,0.05141189,0.037585506,0.02675851,0.051707362,-0.112297051,-0.012781169,0.043589085,0.110206597,-0.015236997,0.084483879,-0.023075718,0.04168641,0.086988731,0.024528175,0.040130311,0.093520523,-0.080341206,0.021158035,0.090134277,0.080137736,0.019976473,0.103975965,-0.014415508,0.027712385,0.102653659,0.016068195,0.028823156,0.163007232,-0.047991129,0.018994092,0.161579792,0.047917541,0.01898444,0.169400726,-0.01447038,0.031831184,0.163687892,0.009128169,0.031641106,-0.181988815,-0.021397998,0.010022749,-0.183492213,0.035269672,0.013262681,-0.07343378,-0.050991632,-0.053309493,0.043239671,-0.133529706,0.00336741,0.062214103,-0.129516789,0.001433126,0.134324236,-0.106807404,-0.011391131,0.156557216,-0.10324767,-0.034824019,-0.17970129,-0.018182982,0.035132459,-0.177437617,0.030001663,0.039519171,-0.084667215,0.04848598,-0.056061505,0.032269115,0.132210549,0.003633601,0.051225514,0.127965348,0.001933977,0.129439793,0.105472619,-0.014885821,0.153472009,0.100643069,-0.036653513,0.161736496,-0.000495046,0.024859683,0.094783214,0.000377747,0.014432479,0.030308749,0.000467679,0.005580012,-0.01139065,-0.002525261,-0.008144461,-0.075582661,-0.000968295,-0.069026364
